,Field_3,Field_4,Field_10,Field_12,Field_13,Field_19,Field_20,Field_21,Field_22,Field_23,Field_27,Field_28,Field_29,namSinh,gioiTinh,Field_36,Field_38,Field_39,Field_41,Field_42,Field_47,Field_50,Field_51,Field_53,Field_54,Field_55,Field_58,Field_59,Field_60,Field_62,Field_63,Field_64,Field_65,Field_66,Field_67,Field_69,Field_70,Field_71,Field_72,Field_73,Field_74,Field_75,Field_76,Field_77
12640,2.0,T1,1.0,G8,1.0,2.67,4300000.0,4.5,1.0,98.0,0.0,0.0,0.0,0.0,MALE,HC,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,III,2.0,1.0,Vùng 3,C,842390.0,0.38,0.12,0.145,-0.1,1.0,2913.0,4.0,0.0,6.0
12641,1.0,GH,1.0,G8,1.0,0.0,4169000.0,4.5,1.0,15.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,HA,0.0,4.0,31.0,V,2.0,1.0,Vùng 1,C,102417.0,0.47,0.01,0.425,0.07,1.0,1074.0,5.0,0.0,5.0
12642,2.0,T1,1.0,G8,1.0,0.0,2957400.0,4.5,1.0,175.0,0.0,0.0,9.0,0.0,MALE,TN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,0.0,1.0,Vùng 1,G,797648.0,0.78,0.3,0.54,-0.48,1.0,3992.0,4.0,2.0,4.0
12643,2.0,T1,1.0,G8,1.0,0.0,2700000.0,4.5,1.0,27.0,0.0,0.0,3.0,0.0,MALE,TN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,2.0,1.0,Vùng 1,I,67129.0,0.5,0.29,0.395,-0.21,1.0,336.0,5.0,3.0,5.0
12644,2.0,GH,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,12.0,0.0,0.0,24.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,TW,0.0,5.0,31.0,I,4.0,4.0,Vùng 2,D,113014.0,0.0,0.08,0.04,0.06,1.0,-8.0,2.0,0.0,4.0
12645,1.0,T1,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,13.0,0.0,0.0,13.0,0.0,MALE,CH,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,2.0,33.0,4.0,I,0.0,2.0,Vùng 1,E,1180635.0,0.0,0.35,-0.5,0.0,1.0,2903.0,8.0,2.0,1.0
12646,2.0,T1,1.0,G8,1.0,0.0,0.0,4.5,1.0,0.0,0.0,0.0,4.0,0.0,MALE,DN,0.0,0.0,0.0,0.0,One,1.0,1.0,0.0,VN,TG,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,C,757152.0,0.0,0.0,0.0,0.0,1.0,2188.0,4.0,0.0,3.0
12647,2.0,T1,1.0,G8,1.0,0.0,2916000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TI,0.0,4.0,3.0,I,2.0,1.0,Vùng 1,C,386148.0,0.67,0.08,-0.365,-0.88,1.0,1801.0,1.0,1.0,4.0
12648,1.0,GH,1.0,G8,1.0,0.0,3970000.0,4.5,1.0,95.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,T9,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,C,85337.0,0.5,0.43,0.465,-0.07,1.0,2913.0,6.0,2.0,6.0
12649,1.0,GH,1.0,G8,1.0,0.0,5191000.0,4.5,1.0,76.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,TZ,0.0,26.0,3.0,I,3.0,7.0,Vùng 2,G,167203.0,0.67,0.43,0.695,1.12,1.0,2919.0,4.0,2.0,1.0
12650,1.0,GH,1.0,G8,1.0,0.0,4977000.0,4.5,1.0,220.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,QW,0.0,3.0,1.0,I,3.0,2.0,Vùng 2,G,373536.0,0.46,0.76,0.61,0.3,1.0,1067.0,4.0,1.0,4.0
12651,2.0,GH,1.0,G8,1.0,2.1,5000000.0,6.0,1.0,24.0,0.0,0.0,9.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,AO,0.0,6.0,4.0,I,0.0,1.0,Vùng 1,B,325960.0,0.0,0.6,-0.44,0.08,1.0,3647.0,1.0,3.0,4.0
12652,1.0,GH,1.0,G8,1.0,0.0,4000000.0,4.5,1.0,57.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,C,304015.0,0.82,0.44,0.63,-0.38,1.0,2910.0,4.0,2.0,3.0
12653,1.0,T1,1.0,G8,1.0,0.0,6956810.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,33.0,3.0,I,8.0,1.0,Vùng 1,F,462871.0,0.67,0.85,0.415,0.24,1.0,352.0,4.0,1.0,4.0
12654,1.0,GH,5.0,G8,1.0,0.0,3471615.0,4.5,1.0,169.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,One,1.0,1.0,0.0,VN,TZ,0.0,33.0,3.0,I,3.0,2.0,Vùng 1,G,422397.0,0.0,0.6,0.49,1.08,1.0,3650.0,8.0,1.0,4.0
12655,2.0,T1,2.0,G8,1.0,1.0,4261400.0,4.5,1.0,38.0,0.0,0.0,6.0,0.0,MALE,CH,0.0,0.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TA,5.0,4.0,2.0,I,4.0,1.0,Vùng 2,D,312332.0,0.57,0.28,0.175,0.1,1.0,1450.0,1.0,0.0,4.0
12656,1.0,GH,1.0,G8,1.0,0.0,556000.0,4.5,1.0,0.0,3325000.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,BI,0.0,4.0,31.0,I,0.0,2.0,Vùng 2,D,597733.0,0.67,0.05,0.205,-0.86,1.0,1437.0,7.0,0.0,8.0
12657,1.0,GH,1.0,G8,1.0,0.0,3700000.0,4.5,1.0,129.0,0.0,0.0,0.0,0.0,FEMALE,GD,0.0,1.0,1.0,0.0,Three,1.0,1.0,0.0,VN,TO,0.0,33.0,3.0,I,4.0,2.0,Vùng 1,F,681391.0,0.53,0.69,0.575,0.32,1.0,1067.0,6.0,0.0,3.0
12658,2.0,T1,1.0,G8,1.0,0.0,4875000.0,4.5,1.0,2.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TZ,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,F,1057785.0,0.59,0.74,-0.13,1.74,1.0,1088.0,6.0,2.0,6.0
12659,2.0,GH,1.0,G8,1.0,0.0,4961700.0,4.5,1.0,18.0,3745000.0,0.0,0.0,0.0,FEMALE,GD,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,HF,0.0,5.0,3.0,I,3.0,3.0,Vùng 1,I,28096.0,0.69,0.87,0.02,0.6,1.0,347.0,6.0,1.0,6.0
12660,2.0,T1,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,5.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TW,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,1089627.0,0.0,0.62,0.31,0.62,1.0,1803.0,3.0,0.0,3.0
12661,2.0,T1,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TC,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,805659.0,0.01,0.62,0.315,0.61,1.0,2921.0,3.0,1.0,2.0
12662,1.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,51.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,CA,5.0,6.0,4.0,I,3.0,1.0,Vùng 2,B,242933.0,0.0,0.44,0.81,0.88,1.0,346.0,1.0,2.0,1.0
12663,2.0,T1,1.0,G8,1.0,0.0,4200000.0,4.5,1.0,0.0,4200000.0,189000.0,2.0,0.0,FEMALE,DN,0.0,0.0,0.0,0.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,F,212590.0,0.0,0.49,0.245,0.49,1.0,1797.0,2.0,0.0,5.0
12664,1.0,T1,1.0,G8,1.0,3.21,894000.0,4.5,1.0,55.0,0.0,0.0,10.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,TE,0.0,33.0,2.0,I,5.0,2.0,Vùng 2,G,217140.0,0.08,0.71,0.28,0.44,1.0,345.0,4.0,2.0,2.0
12665,2.0,GH,1.0,G8,1.0,0.0,4260000.0,4.5,1.0,51.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,HA,2.0,5.0,3.0,V,8.0,1.0,Vùng 1,E,814085.0,0.38,0.35,0.565,0.49,1.0,1078.0,5.0,0.0,2.0
12666,2.0,T1,1.0,G8,1.0,0.0,1210000.0,4.5,1.0,26.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,HH,2.0,5.0,31.0,I,4.0,2.0,Vùng 1,C,1016383.0,0.46,0.35,0.37,0.4,1.0,3996.0,1.0,2.0,1.0
12667,2.0,T1,1.0,G8,1.0,0.0,8073000.0,4.5,1.0,36.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,TB,0.0,33.0,3.0,II,5.0,1.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",F,328775.0,0.43,0.99,0.795,-0.03,1.0,336.0,3.0,2.0,1.0
12668,2.0,T1,1.0,G8,1.0,0.0,973000.0,4.5,1.0,36.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,0.0,1.0,Vùng 2,F,809294.0,0.11,0.03,0.07,-0.08,1.0,2894.0,9.0,1.0,5.0
12669,2.0,T1,1.0,G8,1.0,0.0,973000.0,4.5,1.0,24.0,0.0,0.0,12.0,0.0,FEMALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,0.0,3.0,Vùng 3,C,810448.0,0.11,0.03,0.07,-0.08,1.0,3631.0,4.0,1.0,4.0
12670,2.0,T1,1.0,G8,1.0,0.0,2150000.0,4.5,1.0,33.0,0.0,0.0,12.0,0.0,FEMALE,DK,0.0,1.0,1.0,0.0,Four,1.0,1.0,0.0,VN,BI,0.0,33.0,80.0,II,2.0,4.0,Vùng 1,E,323703.0,0.78,0.44,0.07,0.57,1.0,709.0,4.0,0.0,2.0
12671,1.0,T1,3.0,G8,1.0,0.0,4410000.0,4.5,1.0,32.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,0.0,Three,1.0,1.0,0.0,VN,AP,0.0,5.0,2.0,I,4.0,1.0,Vùng 3,G,582173.0,0.63,0.89,0.88,0.31,1.0,2541.0,2.0,3.0,3.0
12672,2.0,T1,1.0,G8,1.0,0.0,4013000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,0.0,0.0,One,1.0,1.0,0.0,TW,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,G,722166.0,0.0,0.44,0.22,0.44,1.0,336.0,8.0,1.0,1.0
12673,1.0,GH,2.0,G8,1.0,3.06,4559400.0,4.5,1.0,181.0,0.0,0.0,36.0,0.0,MALE,HC,0.0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,JP,HI,0.0,6.0,4.0,I,8.0,4.0,Vùng 4,B,429956.0,0.63,0.62,0.625,-0.01,1.0,2534.0,3.0,1.0,3.0
12674,2.0,GH,1.0,G8,1.0,0.0,2488300.0,4.5,1.0,43.0,0.0,144000.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,AR,0.0,5.0,31.0,I,2.0,1.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",C,441910.0,0.4,0.12,0.05,0.27,1.0,2534.0,7.0,2.0,9.0
12675,1.0,T1,1.0,G8,1.0,0.0,4920000.0,4.5,1.0,72.0,0.0,0.0,3.0,0.0,FEMALE,HC,0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,5.0,33.0,III,2.0,4.0,Vùng 1,D,454923.0,0.0,0.08,0.67,0.06,1.0,2165.0,2.0,2.0,3.0
12676,2.0,T1,1.0,G8,1.0,1.0,1490000.0,4.5,1.0,24.0,0.0,0.0,12.0,0.0,FEMALE,XD,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,AQ,0.0,84.0,81.0,III,4.0,3.0,Vùng 3,F,1039460.0,0.0,0.12,0.06,0.12,1.0,711.0,4.0,2.0,4.0
12677,2.0,GH,1.0,G8,1.0,2.1,745000.0,4.5,1.0,47.0,0.0,0.0,0.0,0.0,MALE,GD,0.0,0.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,HJ,5.0,33.0,33.0,I,2.0,1.0,Vùng 1,E,614790.0,0.0,0.28,0.68,0.28,1.0,3994.0,1.0,2.0,1.0
12678,2.0,T1,1.0,G8,1.0,0.0,894000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,CH,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,6.0,3.0,V,2.0,1.0,Vùng 1,C,195278.0,0.18,0.33,0.335,0.13,1.0,1441.0,4.0,2.0,1.0
12679,2.0,T1,1.0,G8,1.0,0.0,4260000.0,4.5,1.0,136.0,0.0,54450.0,4.0,0.0,MALE,DN,0,1.0,0.0,0.0,Four,1.0,1.0,0.0,VN,TF,2.0,33.0,3.0,I,0.0,1.0,Vùng 2,C,357329.0,0.36,0.12,0.205,0.49,1.0,1801.0,6.0,0.0,1.0
12680,1.0,GH,1.0,G8,1.0,0.0,4015000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,GD,0.0,0.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,TL,0.0,4.0,31.0,II,5.0,1.0,Vùng 1,C,1027163.0,0.02,0.31,0.375,0.24,1.0,1068.0,6.0,0.0,5.0
12681,2.0,T1,2.0,G8,1.0,0.0,4500000.0,4.5,1.0,10.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,B,130582.0,1.0,0.62,0.81,-0.38,1.0,2532.0,4.0,0.0,4.0
12682,1.0,GH,2.0,G3,1.0,2.49,3710100.0,4.5,1.0,25.0,0.0,0.0,19.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,FG,0.0,9.0,7.0,I,8.0,4.0,Vùng 4,C,308662.0,0.0,0.39,0.195,0.39,1.0,-22.0,8.0,3.0,8.0
12683,1.0,GH,1.0,G8,1.0,0.0,4300000.0,4.5,1.0,5.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TB,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,E,173616.0,0.68,0.52,0.6,-0.16,1.0,2529.0,3.0,0.0,3.0
12684,2.0,GH,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,12.0,0.0,0.0,0.0,0.0,MALE,DN,0,0.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TJ,2.0,33.0,2.0,I,0.0,2.0,Vùng 3,G,232340.0,0.0,0.74,-0.155,0.05,1.0,3272.0,2.0,2.0,4.0
12685,1.0,T1,1.0,G8,1.0,0.0,4180000.0,4.5,1.0,241.0,0.0,150750.0,6.0,0.0,FEMALE,GD,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,0.0,5.0,3.0,I,2.0,1.0,"DN đầu tư NN (Vùng 2 có ĐT) {10->14, 16, 19->23, 25, 29}",C,485219.0,0.32,0.44,0.555,-0.33,1.0,1439.0,14.0,1.0,4.0
12686,1.0,GH,1.0,G8,1.0,0.0,5149000.0,4.5,1.0,186.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,QW,0.0,3.0,1.0,I,3.0,2.0,Vùng 2,G,373402.0,0.62,0.8,0.71,0.18,1.0,4013.0,1.0,0.0,1.0
12687,1.0,GH,1.0,G8,1.0,0.0,5282000.0,4.5,1.0,9.0,0.0,0.0,12.0,0.0,MALE,SV,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,QJ,0.0,33.0,3.0,I,3.0,1.0,Vùng 1,H,722328.0,0.26,0.28,0.355,-0.03,1.0,4366.0,3.0,1.0,3.0
12688,1.0,GH,1.0,G8,1.0,0.0,4934000.0,4.5,1.0,129.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,QW,0.0,3.0,1.0,I,3.0,2.0,Vùng 2,G,373520.0,0.38,0.76,0.57,0.38,1.0,4004.0,3.0,1.0,3.0
12689,1.0,GH,1.0,G8,1.0,0.0,4473000.0,4.5,1.0,23.0,0.0,0.0,0.0,1.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,TW,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,G,722166.0,0.57,0.6,0.585,0.03,1.0,3269.0,5.0,0.0,5.0
12690,2.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,84.0,2012000.0,0.0,3.0,0.0,FEMALE,GD,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,2.0,33.0,3.0,I,4.0,3.0,Vùng 1,C,105090.0,0.0,0.35,0.665,-0.61,1.0,722.0,8.0,0.0,1.0
12691,2.0,T1,1.0,G8,1.0,0.0,4012500.0,4.5,1.0,5.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,B,822869.0,0.0,0.44,0.22,0.44,1.0,2544.0,1.0,0.0,1.0
12692,2.0,T1,1.0,G8,1.0,0.0,4603000.0,4.5,1.0,0.0,0.0,0.0,0.0,1.0,MALE,DN,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,KR,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,F,785154.0,0.04,0.69,0.365,0.65,1.0,1078.0,1.0,0.0,1.0
12693,2.0,T1,1.0,G8,1.0,0.0,4400000.0,4.5,1.0,74.0,0.0,0.0,12.0,0.0,FEMALE,TN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,5.0,3.0,I,2.0,3.0,Vùng 1,E,766950.0,0.37,0.28,0.07,0.49,1.0,2543.0,5.0,1.0,4.0
12694,1.0,GH,1.0,G3,1.0,0.0,3530000.0,4.5,1.0,3.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TC,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,D,374684.0,0.0,0.35,0.175,0.35,1.0,1797.0,2.0,1.0,2.0
12695,1.0,GH,1.0,G9,1.0,0.0,1210000.0,4.5,1.0,10.0,1210000.0,54450.0,12.0,0.0,MALE,XK,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BP,0.0,36.0,34.0,I,3.0,2.0,Vùng 2,B,76310.0,0.29,0.08,-0.46,1.08,1.0,347.0,6.0,1.0,4.0
12696,1.0,GH,1.0,G8,1.0,0.0,3129000.0,4.5,1.0,6.0,2100000.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TF,0.0,4.0,31.0,I,3.0,3.0,Vùng 2,D,274335.0,0.26,0.69,0.325,-0.39,1.0,1801.0,2.0,0.0,5.0
12697,1.0,GH,1.0,G8,1.0,0.0,4509000.0,4.5,1.0,194.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TC,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,E,374392.0,0.42,0.62,0.52,0.2,1.0,3281.0,6.0,2.0,6.0
12698,2.0,T1,1.0,G8,1.0,0.0,5200000.0,4.5,1.0,14.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,D,126884.0,0.23,0.81,0.52,0.58,1.0,1434.0,1.0,0.0,1.0
12699,2.0,T1,1.0,G8,1.0,0.0,4637500.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,TF,4.0,33.0,2.0,I,2.0,3.0,Vùng 1,I,217185.0,0.0,0.62,0.0,0.28,1.0,2905.0,6.0,0.0,4.0
12700,2.0,T1,1.0,G8,1.0,0.0,894000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,D,229703.0,0.13,0.01,0.07,-0.12,1.0,707.0,3.0,1.0,1.0
12701,2.0,T1,1.0,G8,1.0,0.0,2310000.0,4.5,1.0,61.0,0.0,0.0,5.0,0.0,MALE,TN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,2.0,1.0,Vùng 1,I,67129.0,0.06,0.28,0.17,0.22,1.0,1797.0,3.0,2.0,1.0
12702,1.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,19.0,0.0,0.0,12.0,0.0,FEMALE,DN,0,0.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,TZ,0.0,5.0,4.0,I,2.0,1.0,Vùng 4,D,232682.0,0.31,0.62,0.175,-0.03,1.0,-31.0,4.0,0.0,5.0
12703,2.0,T1,1.0,G8,1.0,0.0,5473000.0,4.5,1.0,36.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,HK,0.0,5.0,31.0,I,4.0,1.0,Vùng 1,D,350961.0,0.0,0.49,0.73,-0.05,1.0,2911.0,3.0,0.0,3.0
12704,2.0,T1,1.0,G8,1.0,0.0,4182470.0,4.5,1.0,87.0,0.0,0.0,5.0,0.0,FEMALE,DN,0,1.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,BO,5.0,5.0,2.0,I,4.0,1.0,Vùng 1,D,642738.0,0.0,0.48,0.38,0.79,1.0,2906.0,3.0,2.0,4.0
12705,2.0,T1,1.0,G8,1.0,0.0,695000.0,4.5,1.0,36.0,0.0,176940.0,0.0,0.0,MALE,DN,0.0,0.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TZ,0.0,4.0,15.0,I,2.0,3.0,Vùng 3,B,940963.0,0.99,0.05,0.23,-0.49,1.0,3989.0,2.0,2.0,3.0
12706,2.0,GH,1.0,G8,1.0,0.0,3547690.0,4.5,1.0,20.0,0.0,0.0,10.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,BO,5.0,5.0,31.0,I,2.0,1.0,Vùng 1,D,859491.0,0.48,0.49,0.73,0.27,1.0,3989.0,4.0,1.0,1.0
12707,1.0,T1,1.0,G8,1.0,0.0,910000.0,4.5,1.0,0.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TI,5.0,33.0,3.0,I,4.0,3.0,Vùng 4,E,330492.0,0.8,0.69,0.205,-0.27,1.0,2552.0,4.0,0.0,1.0
12708,1.0,GH,1.0,G8,1.0,2.4,3576000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,DN,0,0.0,0.0,0.0,One,1.0,1.0,0.0,VN,QG,0.0,3.0,1.0,I,4.0,3.0,Vùng 3,D,179337.0,0.0,0.35,0.175,0.35,1.0,2903.0,2.0,0.0,0.0
12709,2.0,T1,1.0,G3,1.0,0.0,4200000.0,4.5,1.0,5.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,B,1123190.0,0.0,0.49,0.245,0.49,1.0,4006.0,1.0,0.0,1.0
12710,2.0,T1,1.0,G8,1.0,2.555,3461000.0,4.5,1.0,0.0,0.0,0.0,11.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,33.0,1.0,I,0.0,3.0,Vùng 1,E,843623.0,0.66,0.74,0.235,0.08,1.0,1450.0,3.0,0.0,3.0
12711,1.0,GH,2.0,G8,1.0,3.18,4738200.0,4.5,1.0,104.0,0.0,0.0,36.0,0.0,MALE,HC,0.0,1.0,0.0,0.0,Three,1.0,1.0,0.0,VN,HD,0.0,6.0,4.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",C,307305.0,0.53,0.71,0.62,0.18,1.0,4015.0,8.0,2.0,4.0
12712,1.0,GH,1.0,G8,1.0,0.0,3500000.0,4.5,1.0,3.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,Four,1.0,1.0,0.0,VN,TH,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,B,103062.0,0.0,0.35,0.175,0.35,1.0,2543.0,4.0,2.0,3.0
12713,2.0,T1,1.0,G8,1.0,0.0,1512000.0,4.5,1.0,58.0,0.0,0.0,12.0,1.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,HQ,TZ,0.0,4.0,2.0,III,5.0,1.0,Vùng 1,C,497304.0,0.27,0.33,0.535,0.0,1.0,2920.0,5.0,0.0,0.0
12714,1.0,T1,1.0,G8,1.0,2.65,3970000.0,4.5,1.0,2.0,0.0,0.0,3.0,0.0,MALE,DN,0.0,0.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,0.0,5.0,31.0,V,0.0,3.0,Vùng 1,B,249761.0,0.09,0.12,0.39,0.11,1.0,4007.0,3.0,3.0,2.0
12715,2.0,T1,1.0,G8,1.0,0.0,1300000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BI,0.0,35.0,31.0,I,5.0,3.0,Vùng 1,E,382160.0,0.16,0.31,-0.28,0.29,0.0,339.0,14.0,0.0,2.0
